DIA;MES;AÑO;TERMINAL;MONTO;RESPUESTA;MENSAJE;TRX;TARJETA;BIN
4;08;2010;AT17;15;1;2;1;4010010000003863;401001
31;03;2011;AT03;120;0;4;1;4010010000005863;401001
9;02;2010;AT09;45;1;5;1;4300060000009110;430006
16;10;2011;AT22;30;0;4;1;4200010000007502;420001
5;02;2012;AT08;50;0;1;1;4300050000005144;430005
1;03;2010;AT21;30;0;2;1;4100010000004023;410001
3;07;2012;AT17;145;1;5;1;4300060000007714;430006
22;08;2012;AT07;30;1;3;1;4300010000008392;430001
20;06;2011;AT08;110;1;3;1;4300040000004191;430004
18;11;2012;AT09;300;0;2;1;4100010000008882;410001
28;12;2012;AT05;90;0;1;1;4100020000007440;410002
28;02;2011;AT11;375;0;2;1;4300060000009843;430006
7;09;2010;AT16;75;1;3;1;4100010000002585;410001
16;05;2011;AT10;85;0;4;1;4200020000003148;420002
28;12;2012;AT12;80;0;3;1;4010010000003619;401001
13;02;2012;AT13;20;1;5;1;4010020000004035;401002
7;04;2011;AT11;115;0;3;1;4300020000007597;430002
21;08;2012;AT25;145;1;5;1;4300020000009026;430002
5;06;2010;AT15;100;1;5;1;4010010000005364;401001
12;05;2010;AT01;5;1;2;1;4200020000008374;420002
24;04;2010;AT22;40;1;2;1;4300030000009669;430003
9;08;2011;AT02;35;1;3;1;4100020000006132;410002
15;04;2010;AT12;50;1;1;1;4300010000006479;430001
28;07;2011;AT17;80;0;3;1;4300030000001692;430003
11;11;2010;AT03;100;0;5;1;4200010000008192;420001
21;07;2012;AT22;300;1;2;1;4300050000001768;430005
10;04;2012;AT04;175;1;3;1;4300010000005526;430001
6;11;2012;AT09;35;1;4;1;4200030000006307;420003
28;11;2010;AT08;10;0;1;1;4200040000004478;420004
3;12;2011;AT13;450;1;4;1;4100030000001557;410003
10;05;2012;AT08;50;0;2;1;4100030000004776;410003
12;05;2010;AT05;135;0;5;1;4300020000009089;430002
14;05;2010;AT07;450;1;4;1;4100030000005186;410003
7;04;2011;AT21;95;1;5;1;4010010000009729;401001
30;04;2012;AT16;50;0;4;1;4300060000003570;430006
3;07;2010;AT08;10;0;4;1;4300050000008097;430005
16;11;2011;AT23;75;0;3;1;4200020000007859;420002
19;05;2011;AT24;45;0;5;1;4100020000008530;410002
20;03;2012;AT24;25;1;3;1;4200030000003886;420003
10;08;2010;AT21;85;0;2;1;4300020000004322;430002
3;10;2011;AT23;500;0;3;1;4200010000006187;420001
24;11;2011;AT14;110;0;2;1;4010010000005734;401001
20;02;2011;AT14;80;1;4;1;4100020000005681;410002
12;09;2012;AT15;115;1;3;1;4010020000006521;401002
21;01;2010;AT22;10;1;2;1;4300010000002887;430001
5;09;2010;AT15;100;1;2;1;4100030000003043;410003
25;09;2012;AT09;30;0;3;1;4100010000007558;410001
6;06;2010;AT19;50;0;2;1;4100010000008014;410001
18;04;2012;AT24;90;0;5;1;4010020000007309;401002
24;03;2010;AT24;80;1;1;1;4100030000005724;410003
14;09;2012;AT23;95;0;3;1;4300010000009612;430001
4;11;2012;AT14;100;0;4;1;4200030000001162;420003
26;11;2010;AT01;35;0;2;1;4200040000004105;420004
8;08;2011;AT06;85;0;1;1;4300010000007680;430001
16;07;2011;AT16;95;0;5;1;4200020000004943;420002
4;10;2010;AT12;5;1;1;1;4010010000003378;401001
10;07;2012;AT06;135;0;5;1;4100020000006898;410002
7;04;2012;AT25;10;0;2;1;4100030000001863;410003
4;01;2012;AT09;25;1;2;1;4300030000004672;430003
21;07;2012;AT19;105;0;2;1;4100030000003711;410003
13;11;2010;AT21;90;0;5;1;4200010000008339;420001
7;04;2010;AT11;90;0;5;1;4200030000002781;420003
16;02;2012;AT02;500;0;4;1;4300040000009186;430004
17;03;2010;AT09;80;0;4;1;4300010000005643;430001
23;03;2012;AT04;115;0;4;1;4300060000005211;430006
9;01;2012;AT06;35;0;4;1;4200020000007253;420002
5;03;2011;AT23;125;0;3;1;4300030000005853;430003
20;10;2010;AT05;125;0;1;1;4100030000002558;410003
5;01;2012;AT14;105;1;5;1;4200040000004301;420004
23;02;2010;AT01;45;1;2;1;4300050000004574;430005
5;01;2012;AT19;85;0;1;1;4300040000009008;430004
2;11;2012;AT03;75;0;3;1;4100020000003019;410002
25;03;2012;AT02;135;0;3;1;4300010000005261;430001
13;04;2010;AT11;300;1;4;1;4100020000002263;410002
26;10;2010;AT18;250;1;5;1;4200030000003903;420003
19;04;2012;AT21;50;0;1;1;4100030000002162;410003
24;04;2012;AT05;35;0;5;1;4010010000004056;401001
24;10;2011;AT21;5;1;3;1;4200010000002827;420001
19;11;2010;AT10;85;0;1;1;4200040000005225;420004
9;04;2011;AT02;175;0;5;1;4300060000007427;430006
11;09;2011;AT19;200;1;4;1;4100020000006475;410002
13;03;2010;AT03;70;1;3;1;4200040000008243;420004
8;10;2010;AT16;500;0;1;1;4010010000003153;401001
26;09;2012;AT18;30;1;4;1;4200030000003484;420003
26;02;2010;AT06;90;0;1;1;4300010000008020;430001
13;11;2012;AT18;250;1;5;1;4010010000007340;401001
19;01;2011;AT01;300;0;4;1;4300040000005097;430004
28;10;2011;AT03;70;1;1;1;4300040000002100;430004
5;06;2012;AT11;35;1;1;1;4300030000005992;430003
23;02;2010;AT12;500;1;1;1;4100010000003458;410001
5;10;2010;AT09;100;1;3;1;4300060000009043;430006
15;09;2010;AT23;250;0;4;1;4300040000005089;430004
3;04;2010;AT24;65;0;4;1;4200020000007471;420002
8;09;2010;AT22;135;1;3;1;4300050000009811;430005
30;09;2012;AT21;150;0;1;1;4300050000007733;430005
7;09;2010;AT10;105;1;3;1;4300010000003861;430001
11;10;2011;AT21;115;0;3;1;4200040000005066;420004
8;02;2012;AT08;35;0;2;1;4100030000008596;410003
28;04;2012;AT02;70;1;4;1;4010020000008597;401002
27;11;2010;AT07;60;0;5;1;4300010000009481;430001
23;08;2012;AT19;35;0;5;1;4300030000001312;430003
1;11;2012;AT04;250;1;4;1;4200030000005131;420003
22;06;2011;AT05;100;0;1;1;4300020000008310;430002
15;10;2012;AT04;300;0;4;1;4300050000004874;430005
1;04;2011;AT11;70;0;3;1;4300030000007061;430003
11;02;2012;AT18;125;1;3;1;4010020000005712;401002
5;10;2012;AT09;15;0;1;1;4300030000009799;430003
20;02;2010;AT14;125;0;5;1;4300010000004875;430001
16;06;2010;AT18;250;0;5;1;4010020000009981;401002
7;03;2010;AT12;145;1;3;1;4300040000005135;430004
22;07;2011;AT08;55;1;2;1;4010010000001614;401001
30;09;2010;AT21;75;1;3;1;4010020000001367;401002
29;12;2011;AT15;135;0;3;1;4300030000004125;430003
6;03;2011;AT15;105;1;5;1;4300040000005603;430004
24;10;2012;AT09;55;1;1;1;4300030000005749;430003
4;10;2011;AT14;115;1;2;1;4300030000003131;430003
11;04;2010;AT02;35;0;2;1;4200020000001825;420002
28;03;2012;AT09;135;0;3;1;4300060000009450;430006
14;03;2012;AT01;150;0;1;1;4200030000009714;420003
26;07;2012;AT10;35;1;1;1;4100020000008343;410002
23;12;2012;AT20;120;1;3;1;4200010000003703;420001
26;11;2010;AT15;15;0;4;1;4100030000007758;410003
24;02;2012;AT04;20;0;1;1;4200030000002376;420003
1;01;2011;AT13;50;0;4;1;4300060000005195;430006
6;04;2010;AT16;110;0;2;1;4200020000004580;420002
16;07;2010;AT14;120;0;5;1;4010020000004688;401002
31;03;2012;AT11;200;1;4;1;4200020000002290;420002
7;07;2010;AT01;50;1;2;1;4300050000007299;430005
2;06;2012;AT16;65;1;4;1;4100020000004972;410002
21;06;2012;AT11;135;1;3;1;4300060000004165;430006
15;10;2012;AT06;60;0;2;1;4100020000002858;410002
12;11;2012;AT03;85;0;3;1;4200020000009447;420002
2;12;2012;AT03;200;0;3;1;4300030000007780;430003
22;02;2011;AT17;120;1;3;1;4300060000007034;430006
23;06;2012;AT22;120;0;2;1;4300060000004998;430006
2;08;2011;AT05;50;1;2;1;4200010000001440;420001
9;05;2010;AT21;45;1;2;1;4010010000001961;401001
29;07;2011;AT18;85;1;1;1;4200030000001665;420003
17;10;2012;AT06;105;1;3;1;4300010000002549;430001
18;03;2010;AT20;135;0;4;1;4300050000004642;430005
14;08;2012;AT18;110;0;2;1;4300020000007180;430002
16;09;2012;AT14;175;0;3;1;4200040000003773;420004
8;05;2010;AT10;100;1;5;1;4300050000007485;430005
12;03;2010;AT21;500;0;5;1;4100030000007724;410003
30;06;2011;AT04;35;1;2;1;4100010000007170;410001
22;05;2012;AT12;125;1;5;1;4010010000007453;401001
5;05;2012;AT23;115;1;1;1;4300030000005535;430003
1;06;2011;AT09;15;1;3;1;4200040000009594;420004
4;05;2011;AT16;145;0;2;1;4010010000001813;401001
1;12;2010;AT06;250;1;4;1;4300040000009472;430004
13;10;2010;AT18;65;1;4;1;4100010000007951;410001
14;06;2011;AT03;80;1;2;1;4300040000006657;430004
25;07;2010;AT12;175;1;4;1;4100010000007995;410001
18;05;2011;AT13;15;1;4;1;4300030000006242;430003
28;02;2012;AT03;150;0;4;1;4200020000009554;420002
9;03;2012;AT14;95;0;1;1;4100010000004455;410001
28;07;2012;AT10;95;0;2;1;4010020000006426;401002
14;05;2011;AT25;145;0;4;1;4200020000005658;420002
23;06;2012;AT05;175;0;2;1;4100020000002667;410002
14;05;2011;AT09;75;1;3;1;4200030000008548;420003
15;04;2011;AT12;125;1;3;1;4100010000009961;410001
28;10;2012;AT11;110;0;3;1;4300020000002584;430002
20;12;2011;AT02;15;0;5;1;4300020000001134;430002
15;04;2011;AT07;125;0;4;1;4300020000003093;430002
30;07;2010;AT09;250;0;4;1;4100030000009649;410003
27;02;2011;AT15;125;1;3;1;4300010000008719;430001
9;01;2012;AT18;20;0;5;1;4300010000007552;430001
22;10;2012;AT10;105;0;1;1;4100020000002424;410002
9;01;2010;AT02;150;1;2;1;4200040000005566;420004
19;12;2012;AT20;145;1;2;1;4200030000002458;420003
3;03;2012;AT22;150;0;3;1;4200020000008034;420002
17;07;2010;AT20;10;0;1;1;4200040000005697;420004
16;05;2012;AT20;300;0;3;1;4100020000001027;410002
21;03;2010;AT15;25;0;4;1;4300010000002592;430001
24;06;2011;AT10;105;1;3;1;4010020000006876;401002
15;01;2011;AT21;50;0;5;1;4100020000002341;410002
28;11;2010;AT06;60;1;5;1;4200010000004020;420001
19;04;2010;AT18;15;0;2;1;4300010000001789;430001
30;08;2010;AT07;95;0;3;1;4300040000005134;430004
27;11;2011;AT24;175;1;5;1;4100010000007208;410001
11;05;2010;AT03;50;1;4;1;4010020000005484;401002
5;04;2012;AT15;150;1;1;1;4200020000004323;420002
30;03;2011;AT24;105;0;5;1;4300060000008903;430006
1;02;2012;AT22;135;1;1;1;4100030000003075;410003
15;03;2011;AT25;25;1;4;1;4010010000008445;401001
14;09;2010;AT22;145;0;4;1;4100020000008651;410002
24;11;2010;AT14;175;1;4;1;4200030000003076;420003
6;03;2011;AT22;15;0;2;1;4300060000001533;430006
15;04;2010;AT13;450;1;5;1;4010020000008133;401002
27;03;2010;AT08;135;0;2;1;4300020000008909;430002
10;03;2011;AT07;65;0;1;1;4100020000007210;410002
15;03;2010;AT15;95;0;4;1;4300040000005418;430004
27;03;2011;AT21;50;1;3;1;4200030000003914;420003
12;11;2012;AT24;110;1;3;1;4300010000002992;430001
8;04;2010;AT24;375;1;2;1;4200030000006778;420003
9;08;2010;AT25;60;0;5;1;4300020000007376;430002
13;03;2011;AT03;100;0;3;1;4200030000006376;420003
3;04;2012;AT23;120;0;4;1;4200020000009353;420002
3;02;2011;AT02;120;0;5;1;4200030000006817;420003
15;05;2010;AT09;175;0;4;1;4200020000005997;420002
20;06;2011;AT12;60;1;1;1;4100030000001658;410003
10;01;2011;AT20;85;1;5;1;4200010000003385;420001
22;04;2010;AT03;450;0;4;1;4200030000005104;420003
8;07;2012;AT16;40;0;4;1;4200010000001587;420001
23;01;2010;AT18;200;0;4;1;4100010000009946;410001
5;04;2011;AT16;200;0;3;1;4100030000006440;410003
7;07;2012;AT17;115;0;3;1;4200040000005147;420004
26;02;2012;AT03;80;1;1;1;4100010000003487;410001
23;08;2012;AT22;110;0;1;1;4300050000002787;430005
13;08;2011;AT12;45;1;3;1;4200040000006972;420004
26;05;2011;AT12;45;1;5;1;4200040000009076;420004
6;09;2012;AT09;95;0;5;1;4100010000009899;410001
12;03;2012;AT01;45;0;3;1;4100030000002158;410003
9;11;2011;AT23;450;0;5;1;4300050000004003;430005
4;05;2010;AT02;60;1;5;1;4300040000001942;430004
26;03;2010;AT17;50;1;1;1;4100030000008665;410003
26;11;2010;AT19;45;1;4;1;4300030000006639;430003
20;07;2010;AT11;20;1;3;1;4300060000003570;430006
20;05;2011;AT12;500;0;4;1;4200010000001933;420001
19;08;2010;AT15;60;0;5;1;4100010000002300;410001
30;07;2010;AT04;20;1;4;1;4200030000005809;420003
25;07;2010;AT12;500;0;4;1;4300020000003866;430002
20;11;2010;AT10;200;0;5;1;4100010000008107;410001
26;07;2010;AT16;95;0;1;1;4100010000008468;410001
26;03;2012;AT08;80;0;3;1;4200040000009162;420004
16;09;2011;AT17;50;0;3;1;4200030000003663;420003
31;07;2010;AT23;100;0;4;1;4010020000001771;401002
29;09;2012;AT01;105;1;5;1;4200010000009896;420001
24;09;2012;AT07;90;1;3;1;4300020000009476;430002
23;08;2011;AT25;75;1;2;1;4300010000004480;430001
18;10;2012;AT05;135;1;1;1;4100010000009871;410001
16;03;2012;AT25;90;0;4;1;4100010000002373;410001
20;11;2011;AT04;70;1;2;1;4100010000004751;410001
28;11;2010;AT04;175;1;1;1;4300010000002016;430001
1;08;2010;AT14;450;0;4;1;4300040000002854;430004
8;07;2011;AT24;150;1;5;1;4200040000006036;420004
5;10;2010;AT04;125;0;5;1;4300060000009238;430006
9;09;2010;AT17;110;0;1;1;4200010000002722;420001
30;05;2011;AT14;30;0;2;1;4200010000009769;420001
13;09;2011;AT21;100;0;3;1;4200020000004862;420002
9;05;2012;AT24;85;0;2;1;4300060000003215;430006
7;07;2012;AT16;120;0;4;1;4200040000004327;420004
1;06;2012;AT16;110;0;3;1;4200010000007052;420001
25;11;2010;AT14;450;1;1;1;4100020000005500;410002
24;09;2011;AT22;80;0;4;1;4200030000009040;420003
7;12;2010;AT11;200;0;3;1;4100020000003911;410002
12;04;2011;AT18;80;0;1;1;4200010000007321;420001
19;07;2010;AT16;15;0;1;1;4200040000004274;420004
17;05;2011;AT16;250;1;4;1;4200030000008822;420003
30;05;2011;AT13;125;0;3;1;4100010000008024;410001
29;03;2010;AT05;5;1;1;1;4300030000006391;430003
20;05;2012;AT07;145;1;1;1;4300040000006781;430004
30;11;2011;AT13;450;1;4;1;4100020000001152;410002
20;02;2012;AT08;60;1;5;1;4300010000003082;430001
4;11;2010;AT08;20;1;5;1;4300050000007603;430005
21;03;2012;AT12;30;1;1;1;4200040000008009;420004
24;02;2011;AT02;250;1;4;1;4100030000004005;410003
5;05;2010;AT21;175;0;3;1;4200010000002183;420001
22;10;2011;AT17;50;0;5;1;4010010000008605;401001
11;06;2010;AT25;50;0;1;1;4200020000007918;420002
14;10;2010;AT12;80;1;1;1;4300030000002599;430003
31;01;2010;AT14;375;1;1;1;4100020000003775;410002
13;05;2012;AT19;500;0;1;1;4300020000003908;430002
29;08;2010;AT01;110;1;5;1;4010020000009079;401002
7;09;2011;AT12;175;0;2;1;4100020000002061;410002
26;07;2011;AT08;375;0;4;1;4200020000007793;420002
30;11;2012;AT10;65;1;4;1;4100030000004720;410003
14;02;2010;AT14;105;0;2;1;4100020000001019;410002
13;08;2010;AT21;20;1;4;1;4200010000001356;420001
18;11;2011;AT21;80;0;2;1;4300060000008493;430006
29;05;2012;AT07;10;1;2;1;4300020000005949;430002
8;04;2010;AT14;10;1;4;1;4010020000004011;401002
18;06;2011;AT19;10;1;5;1;4010010000006258;401001
21;11;2012;AT17;150;0;2;1;4300050000006261;430005
14;05;2012;AT20;5;0;4;1;4200030000008896;420003
11;10;2010;AT02;55;0;2;1;4010020000001990;401002
27;10;2012;AT17;100;0;3;1;4100020000006437;410002
16;03;2012;AT20;55;0;4;1;4300050000001322;430005
15;02;2011;AT24;85;1;5;1;4300030000007381;430003
14;11;2010;AT22;45;0;4;1;4100030000001907;410003
8;02;2012;AT18;55;1;1;1;4300030000004328;430003
14;10;2011;AT10;115;0;3;1;4200020000006088;420002
22;08;2010;AT12;95;0;4;1;4200010000008980;420001
18;05;2010;AT09;65;0;4;1;4200030000005830;420003
8;03;2011;AT05;10;1;5;1;4300050000009680;430005
29;10;2010;AT09;55;1;2;1;4200020000008332;420002
24;03;2011;AT07;40;0;3;1;4100010000008174;410001
21;08;2010;AT07;40;0;5;1;4010010000009873;401001
16;03;2010;AT08;300;0;4;1;4300030000002735;430003
6;01;2010;AT20;175;1;1;1;4200040000007196;420004
11;11;2011;AT08;300;1;5;1;4200020000002177;420002
9;11;2011;AT05;115;0;2;1;4200020000003816;420002
15;06;2010;AT01;30;0;2;1;4300050000002420;430005
21;05;2012;AT19;135;0;5;1;4300040000009818;430004
26;12;2011;AT01;120;0;4;1;4100020000008650;410002
30;07;2011;AT14;250;0;4;1;4100030000003789;410003
22;03;2010;AT19;105;0;1;1;4300050000003726;430005
28;03;2011;AT04;175;0;2;1;4100030000005320;410003
18;02;2010;AT13;375;0;4;1;4200030000007239;420003
27;03;2011;AT14;85;0;3;1;4010010000008430;401001
16;12;2011;AT14;125;1;4;1;4010020000006422;401002
10;07;2012;AT19;35;0;1;1;4300040000007169;430004
30;09;2011;AT09;65;1;3;1;4010010000008027;401001
3;02;2012;AT23;150;0;3;1;4100030000006062;410003
22;04;2012;AT07;45;0;2;1;4200040000009509;420004
18;08;2011;AT23;95;1;1;1;4300010000006041;430001
10;04;2012;AT09;110;0;5;1;4200030000002249;420003
26;04;2012;AT03;25;1;5;1;4200040000005332;420004
6;11;2011;AT17;120;1;5;1;4300030000001112;430003
8;07;2010;AT16;5;0;1;1;4010020000002874;401002
16;09;2011;AT08;75;0;4;1;4010010000002952;401001
6;05;2012;AT22;70;0;4;1;4100020000007522;410002
5;06;2012;AT03;30;0;5;1;4300020000002527;430002
15;06;2010;AT05;120;0;3;1;4100030000003405;410003
19;07;2011;AT25;105;0;2;1;4100020000003411;410002
9;05;2012;AT02;115;0;2;1;4100030000001243;410003
12;05;2012;AT10;120;1;2;1;4100010000001768;410001
12;04;2010;AT06;30;1;2;1;4010010000007649;401001
17;04;2011;AT01;55;1;2;1;4010020000008453;401002
6;06;2011;AT16;70;0;4;1;4200010000002887;420001
12;06;2011;AT07;125;0;4;1;4100030000004475;410003
26;09;2010;AT24;75;1;2;1;4300060000008296;430006
24;07;2010;AT15;85;0;5;1;4200020000006751;420002
28;11;2010;AT15;30;1;5;1;4200020000008897;420002
22;06;2011;AT05;60;0;1;1;4300030000003588;430003
24;07;2010;AT22;450;1;5;1;4200010000003605;420001
9;09;2010;AT02;95;1;3;1;4010020000004110;401002
10;10;2011;AT22;250;1;2;1;4300060000007221;430006
5;06;2012;AT21;45;1;3;1;4300020000004469;430002
14;10;2012;AT19;5;1;4;1;4010020000001108;401002
30;06;2010;AT07;65;0;1;1;4200030000006982;420003
31;08;2011;AT06;115;0;3;1;4100030000005262;410003
9;08;2010;AT24;125;0;3;1;4100030000003259;410003
8;07;2012;AT07;25;1;1;1;4200010000002144;420001
10;08;2010;AT10;35;0;3;1;4100010000006210;410001
4;03;2011;AT09;20;0;4;1;4200020000003835;420002
15;12;2011;AT03;300;0;5;1;4200020000006629;420002
17;11;2012;AT18;75;0;1;1;4200010000003218;420001
20;05;2010;AT03;135;1;2;1;4010020000001505;401002
27;02;2010;AT09;20;0;1;1;4010020000003490;401002
11;05;2010;AT12;85;1;1;1;4100030000008269;410003
23;03;2011;AT06;125;1;3;1;4300040000007194;430004
15;04;2011;AT21;85;0;2;1;4300030000005906;430003
5;07;2011;AT24;5;0;5;1;4300030000008680;430003
26;06;2011;AT24;150;0;3;1;4300060000005337;430006
13;04;2011;AT14;115;1;2;1;4200040000002429;420004
19;05;2011;AT22;120;0;2;1;4100020000001898;410002
11;01;2010;AT25;10;0;2;1;4300030000002551;430003
23;11;2011;AT03;50;1;5;1;4300050000007954;430005
2;05;2012;AT04;10;1;4;1;4010020000007256;401002
6;08;2012;AT16;300;1;1;1;4200040000004122;420004
22;10;2011;AT05;175;0;3;1;4300010000008114;430001
18;10;2011;AT02;10;1;1;1;4010020000003346;401002
2;10;2010;AT09;120;1;5;1;4300010000009442;430001
13;08;2010;AT23;15;1;2;1;4100020000007010;410002
6;11;2011;AT17;55;0;4;1;4200020000007805;420002
28;03;2011;AT11;120;1;3;1;4100020000006804;410002
21;05;2012;AT03;30;0;2;1;4100030000005197;410003
6;02;2011;AT08;145;0;1;1;4010020000009651;401002
11;05;2011;AT22;95;1;2;1;4300010000008957;430001
9;03;2011;AT25;450;0;4;1;4010010000002503;401001
12;04;2012;AT23;200;1;4;1;4300010000006988;430001
13;07;2012;AT03;250;0;3;1;4010020000007514;401002
14;03;2011;AT22;150;0;1;1;4200020000001593;420002
18;07;2010;AT11;105;0;4;1;4100030000007888;410003
18;05;2010;AT05;30;1;3;1;4010010000004513;401001
21;10;2011;AT16;50;0;5;1;4100010000008165;410001
19;01;2012;AT04;5;0;3;1;4200020000004124;420002
13;04;2011;AT02;375;1;2;1;4200020000001279;420002
3;06;2010;AT06;150;1;2;1;4300060000004563;430006
18;04;2012;AT13;60;0;4;1;4300030000001989;430003
25;11;2011;AT23;45;0;3;1;4100010000005619;410001
1;05;2012;AT20;20;0;4;1;4010020000006283;401002
17;11;2010;AT15;15;1;1;1;4100010000008095;410001
8;04;2012;AT20;450;0;2;1;4200010000001250;420001
18;06;2011;AT14;150;0;3;1;4200020000006992;420002
16;11;2011;AT14;25;1;5;1;4300030000006420;430003
12;09;2011;AT04;300;0;3;1;4100030000002760;410003
20;07;2011;AT23;100;0;2;1;4300040000003091;430004
19;11;2010;AT02;55;0;2;1;4100010000002203;410001
13;09;2012;AT08;10;0;5;1;4200020000002031;420002
21;10;2011;AT04;150;1;5;1;4300040000006271;430004
12;04;2010;AT19;300;0;1;1;4300010000009847;430001
8;01;2012;AT23;450;0;1;1;4100010000001953;410001
19;09;2012;AT06;115;1;3;1;4200030000002930;420003
16;05;2011;AT02;100;0;2;1;4300040000001649;430004
30;04;2011;AT19;110;1;5;1;4100030000001684;410003
25;02;2011;AT03;500;1;1;1;4100030000004134;410003
18;02;2011;AT08;125;0;1;1;4300030000003724;430003
24;05;2011;AT15;500;1;4;1;4100030000006023;410003
12;09;2012;AT25;450;0;3;1;4100010000002631;410001
18;05;2012;AT06;5;1;1;1;4100020000007615;410002
18;03;2012;AT10;110;1;5;1;4300020000003354;430002
18;10;2010;AT08;20;1;1;1;4200030000001815;420003
15;07;2012;AT13;80;1;3;1;4010010000009274;401001
2;06;2010;AT08;5;0;5;1;4300020000004785;430002
21;08;2010;AT05;45;1;1;1;4200030000009606;420003
12;08;2012;AT06;25;1;5;1;4010010000007178;401001
28;07;2011;AT24;40;0;5;1;4300030000005288;430003
6;09;2011;AT21;35;0;4;1;4200020000003115;420002
17;09;2010;AT03;10;1;1;1;4010020000002521;401002
1;04;2010;AT06;30;0;2;1;4010010000008680;401001
28;03;2012;AT10;120;1;2;1;4100020000009187;410002
11;02;2011;AT03;250;0;4;1;4100030000007294;410003
24;10;2010;AT23;100;1;4;1;4100010000009671;410001
4;04;2010;AT14;75;0;1;1;4200020000009240;420002
19;03;2010;AT05;75;0;4;1;4300010000004991;430001
18;08;2011;AT14;500;0;1;1;4200020000001811;420002
24;05;2010;AT12;95;1;4;1;4010020000002993;401002
29;04;2012;AT21;105;0;5;1;4300060000002676;430006
6;11;2012;AT04;20;1;1;1;4300010000005871;430001
29;08;2010;AT16;145;0;5;1;4300030000008367;430003
23;11;2012;AT22;300;0;2;1;4200030000009559;420003
5;05;2012;AT22;30;1;2;1;4300060000002166;430006
19;02;2011;AT21;80;0;3;1;4200040000008633;420004
3;11;2010;AT02;135;0;2;1;4100010000006750;410001
29;04;2011;AT10;25;0;4;1;4100020000008954;410002
19;12;2011;AT24;115;1;3;1;4200020000009188;420002
3;02;2010;AT08;110;1;2;1;4100010000006097;410001
14;02;2010;AT24;135;0;1;1;4200030000005209;420003
24;08;2011;AT07;105;1;1;1;4200030000006959;420003
28;02;2010;AT21;250;0;3;1;4100020000004210;410002
29;09;2010;AT19;10;0;1;1;4100020000003163;410002
21;09;2010;AT11;115;1;3;1;4100020000008313;410002
24;04;2011;AT23;300;0;5;1;4200010000008995;420001
20;10;2011;AT13;15;1;3;1;4100030000003454;410003
10;08;2011;AT03;90;0;5;1;4010020000005272;401002
17;01;2010;AT13;200;1;2;1;4010010000009041;401001
23;02;2010;AT18;120;0;2;1;4300050000001976;430005
1;05;2011;AT01;375;1;2;1;4300050000006957;430005
13;06;2011;AT18;100;0;2;1;4100030000001686;410003
27;09;2011;AT20;175;0;1;1;4100030000006405;410003
13;01;2010;AT04;500;1;2;1;4200010000003358;420001
11;10;2010;AT02;10;0;4;1;4300030000003473;430003
6;06;2012;AT16;30;1;4;1;4300010000007697;430001
8;12;2010;AT24;250;0;1;1;4010010000002908;401001
8;07;2011;AT10;30;0;1;1;4100020000005305;410002
15;02;2010;AT01;105;0;2;1;4300020000003571;430002
5;09;2012;AT11;55;0;4;1;4300010000009531;430001
13;09;2012;AT23;10;0;2;1;4200040000002950;420004
13;04;2011;AT22;70;0;5;1;4010020000005887;401002
23;04;2012;AT04;300;0;5;1;4300060000006866;430006
6;09;2012;AT11;95;1;4;1;4300050000008830;430005
8;06;2010;AT18;450;0;4;1;4300010000005275;430001
29;03;2010;AT06;30;0;1;1;4200020000005730;420002
5;04;2010;AT15;145;0;1;1;4100020000004476;410002
8;11;2012;AT24;110;0;1;1;4300020000002145;430002
5;12;2010;AT18;35;1;5;1;4200030000005240;420003
13;09;2012;AT02;25;1;1;1;4100010000001100;410001
28;05;2012;AT25;30;0;4;1;4100030000003140;410003
3;07;2012;AT25;150;1;5;1;4010020000002740;401002
16;11;2010;AT17;175;0;5;1;4200040000007432;420004
3;07;2012;AT22;25;0;5;1;4100030000009417;410003
28;08;2011;AT03;500;0;1;1;4200040000007536;420004
21;05;2012;AT10;200;1;4;1;4100020000006433;410002
10;05;2012;AT22;65;1;4;1;4200020000008256;420002
24;10;2012;AT01;500;1;3;1;4200040000003372;420004
29;10;2011;AT20;105;1;2;1;4010020000009902;401002
26;03;2010;AT22;175;0;5;1;4010020000005686;401002
10;11;2012;AT25;500;1;5;1;4100020000004539;410002
14;08;2012;AT15;80;0;2;1;4300020000007774;430002
28;06;2010;AT13;250;1;2;1;4100010000006946;410001
9;11;2010;AT03;50;1;5;1;4300040000007838;430004
12;05;2011;AT11;95;1;1;1;4100020000003965;410002
29;04;2010;AT25;15;1;3;1;4300030000005818;430003
20;02;2011;AT20;30;0;4;1;4200030000002185;420003
6;10;2010;AT05;95;1;2;1;4200030000003918;420003
16;10;2010;AT21;25;1;4;1;4010010000006257;401001
7;04;2012;AT01;100;1;2;1;4100030000007413;410003
10;08;2010;AT08;85;1;3;1;4200030000003765;420003
14;05;2011;AT22;80;1;4;1;4200030000009638;420003
27;04;2011;AT19;500;0;3;1;4300020000009362;430002
3;05;2012;AT15;60;0;5;1;4100010000007584;410001
20;07;2011;AT03;90;1;1;1;4300010000002419;430001
8;06;2010;AT02;75;1;5;1;4100030000008690;410003
6;06;2010;AT24;145;1;5;1;4200020000001852;420002
4;05;2011;AT18;100;1;1;1;4300060000006850;430006
23;02;2010;AT17;30;1;1;1;4300040000001920;430004
15;11;2012;AT15;500;1;2;1;4300050000006408;430005
14;03;2011;AT15;300;0;2;1;4300010000009089;430001
